timestamp,Left_Engine_Temp,Right_Engine_Temp,Left_Inverter_Temperature,Right_Inverter_Temperature,Right_Gearbox_Temp,Right_Radiator_Temp,Left_Gearbox_Temp,Left_Radiator_Temp,Car_Speed,GSPSpeed,Suspension_Back_Left,Suspension_Back_Right,Suspension_Front_Left,Suspension_Front_Right,Brake_Pedal,Accelerator_Pedal,lat,lon,Raw_Direction,GPSCoords,Flag
2024-06-09T16:29:45.558862,29,27,24,24,25,24,24,24,0,0.043,65295,63247,4095,4094,2437,1445,0,0,1112,46.207532 7.5746,0
2024-06-09T16:29:45.987898,29,27,24,24,25,24,24,24,0,0.043,65295,62223,4094,4095,2435,1445,0,0,1113,46.207532 7.5746,0
2024-06-09T16:29:46.524150,29,27,24,24,25,24,24,24,0,0.03,65295,62223,4095,4095,2439,1448,0,0,1112,46.207532 7.5745,0
2024-06-09T16:29:47.020170,29,27,24,24,25,24,24,24,0,0.03,65295,63247,4095,4095,2438,1446,0,0,1110,46.207532 7.5745,0
2024-06-09T16:29:47.532253,29,27,24,24,25,24,24,24,0,0.064,65295,62735,4095,4095,2435,1444,0,0,1111,46.207533 7.5745,0
2024-06-09T16:29:48.054080,29,27,24,24,25,24,24,24,0,0.064,65295,62479,4095,4095,2437,1447,0,0,1113,46.207533 7.5745,0
2024-06-09T16:29:48.597852,29,27,24,24,25,24,24,24,0,0.064,65295,62991,4095,4095,2435,1445,0,0,1113,46.207533 7.5745,0
2024-06-09T16:29:49.068383,29,27,24,24,25,24,25,24,0,0.001,65295,62735,4095,4095,2433,1445,0,0,1113,46.207533 7.5745,0
2024-06-09T16:29:49.493634,29,28,24,24,25,24,24,24,0,0.052,65295,63759,4095,4094,2435,1444,0,0,1110,46.207534 7.5745,0
2024-06-09T16:29:50.118312,29,28,24,24,25,24,24,24,0,0.052,65295,64015,4095,4094,2436,1445,0,0,1112,46.207534 7.5745,0
2024-06-09T16:29:50.731424,29,27,24,24,25,24,24,24,0,0.03,65295,62991,4094,4095,2433,1447,0,0,1112,46.207534 7.5745,0
2024-06-09T16:29:51.015206,29,28,24,24,25,24,24,24,0,0.03,65295,63247,4095,4095,2437,1444,0,0,1113,46.207534 7.5745,0
2024-06-09T16:29:51.484578,29,28,24,24,25,24,24,24,0,0.029,65295,63503,4095,4095,2437,1446,0,0,1110,46.207535 7.5745,0
2024-06-09T16:29:51.952588,29,27,24,24,25,24,24,24,0,0.029,65295,62735,4095,4095,2437,1447,0,0,1110,46.207535 7.5745,0
2024-06-09T16:29:52.549645,29,27,24,24,25,24,24,24,0,0.021,65295,63759,4094,4095,2436,1446,0,0,1111,46.207536 7.5745,0
2024-06-09T16:29:52.973794,29,27,24,24,25,24,24,24,0,0.021,65295,63759,4094,4095,2436,1447,0,0,1113,46.207536 7.5745,0
2024-06-09T16:29:53.498571,29,27,24,24,25,24,24,24,0,0.021,65295,63247,4092,4095,2433,1445,0,0,1113,46.207536 7.5745,0
2024-06-09T16:29:54.088450,29,27,24,24,25,24,24,24,0,0.005,65295,64271,4094,4095,2437,1445,0,0,1113,46.207537 7.5746,0
2024-06-09T16:29:54.528598,29,28,24,24,25,24,25,24,0,0.057,65295,64015,4095,4095,2437,1443,0,0,1110,46.207537 7.5747,0
2024-06-09T16:29:55.011528,29,27,24,24,25,24,25,24,0,0.057,65295,62223,4095,4095,2435,1445,0,0,1110,46.207537 7.5747,0
2024-06-09T16:29:55.466202,29,27,24,24,25,24,25,24,0,0.051,63247,63759,4095,4095,2436,1445,0,0,1113,46.207538 7.5747,0
2024-06-09T16:29:56.036781,29,27,24,24,25,24,24,24,0,0.051,65295,62991,4095,4094,2433,1445,0,0,1113,46.207538 7.5747,0
2024-06-09T16:29:56.510596,29,27,24,24,25,24,24,24,0,0.008,65295,62735,4095,4095,2435,1444,0,0,1111,46.207539 7.5747,0
2024-06-09T16:29:56.969402,29,27,24,24,25,24,24,24,0,0.008,65295,62735,4095,4095,2436,1445,0,0,1110,46.207539 7.5747,0
2024-06-09T16:29:57.454496,29,27,24,24,25,24,24,24,0,0.019,65295,63247,4095,4095,2434,1444,0,0,1111,46.207540 7.5747,0
2024-06-09T16:29:57.971825,29,28,24,24,25,24,24,24,0,0.019,65295,62991,4095,4095,2431,1445,0,0,1106,46.207540 7.5747,0
2024-06-09T16:29:58.488721,29,27,24,24,25,24,24,24,0,0.019,65295,62223,4095,4095,2436,1446,0,0,1113,46.207540 7.5747,0
2024-06-09T16:29:59.018730,29,27,24,24,25,24,24,24,0,0.022,65295,63503,4094,4095,2437,1445,0,0,1113,46.207541 7.5747,0
2024-06-09T16:29:59.472329,29,28,24,24,25,24,24,24,0,0.055,65295,63247,4095,4095,2435,1442,0,0,1111,46.207541 7.5747,0
2024-06-09T16:30:00.029910,29,28,24,24,25,24,24,24,0,0.055,65295,64271,4095,4095,2437,1444,0,0,1110,46.207541 7.5747,0
2024-06-09T16:30:00.499111,29,27,24,24,25,24,24,24,0,0.044,65295,63247,4095,4094,2438,1446,0,0,1110,46.207542 7.5746,0
2024-06-09T16:30:01.059348,29,27,24,24,25,24,24,24,0,0.044,65295,62991,4094,4095,2434,1444,0,0,1110,46.207542 7.5746,0
2024-06-09T16:30:01.569126,29,27,24,24,25,24,24,24,0,0.051,65295,62735,4094,4095,2435,1445,0,0,1113,46.207543 7.5746,0
2024-06-09T16:30:02.072064,29,27,24,24,25,24,24,24,0,0.051,65295,63247,4095,4094,2435,1444,0,0,1111,46.207543 7.5746,0
2024-06-09T16:30:02.470634,29,28,24,24,25,24,24,24,0,0.082,65295,63503,4094,4095,2434,1444,0,0,1110,46.207543 7.5747,0
2024-06-09T16:30:02.995983,29,28,24,24,25,24,24,24,0,0.082,65295,63247,4095,4095,2434,1447,0,0,1110,46.207543 7.5747,0
2024-06-09T16:30:03.532787,29,27,24,24,25,24,24,24,0,0.082,65295,63247,4095,4095,2437,1446,0,0,1113,46.207543 7.5747,0
2024-06-09T16:30:04.040395,29,27,24,24,25,24,24,24,0,0.05,65295,62991,4095,4095,2433,1445,0,0,1113,46.207544 7.5747,0
2024-06-09T16:30:04.455268,29,28,24,24,25,24,24,24,0,0.019,65295,62991,4094,4095,2437,1448,0,0,1110,46.207544 7.5747,0
2024-06-09T16:30:05.017005,29,27,24,24,25,24,24,24,0,0.019,65295,62991,4095,4095,2437,1446,0,0,1110,46.207544 7.5747,0
2024-06-09T16:30:05.528657,29,27,24,24,25,24,25,24,0,0.021,65295,61967,4092,4092,2434,1444,0,0,1110,46.207544 7.5746,0
2024-06-09T16:30:06.071262,29,27,24,24,25,24,24,24,0,0.021,64783,62991,4095,4095,2437,1444,0,0,1112,46.207544 7.5746,0
2024-06-09T16:30:06.584798,29,27,24,24,25,24,24,24,0,0.006,65295,62991,4095,4095,2435,1447,0,0,1113,46.207544 7.5746,0
2024-06-09T16:30:07.025153,29,27,24,24,25,24,24,24,0,0.006,65295,62735,4094,4095,2435,1445,0,0,1112,46.207544 7.5746,0
2024-06-09T16:30:07.507649,29,27,24,24,25,24,24,24,0,0.032,65295,63247,4095,4095,2438,1443,0,0,1111,46.207545 7.5746,0
2024-06-09T16:30:07.966702,29,28,24,24,25,24,24,24,0,0.032,65295,63247,4094,4095,2437,1445,0,0,1110,46.207545 7.5746,0
2024-06-09T16:30:08.532734,29,27,24,24,25,24,24,24,0,0.032,65295,65039,4095,4095,2435,1445,0,0,1112,46.207545 7.5746,0
2024-06-09T16:30:09.056995,29,27,24,24,25,24,24,24,0,0.009,65295,62735,4095,4095,2436,1446,0,0,1112,46.207545 7.5746,0
2024-06-09T16:30:09.490706,29,27,24,24,25,24,25,24,0,0.02,65295,64015,4094,4095,2434,1446,0,0,1113,46.207545 7.5746,0
2024-06-09T16:30:09.968295,29,27,24,24,25,24,24,24,0,0.02,65295,62735,4094,4094,2438,1444,0,0,1113,46.207545 7.5746,0
2024-06-09T16:30:10.570718,29,28,24,24,25,24,24,24,0,0.012,65295,63247,4094,4095,2437,1446,0,0,1113,46.207546 7.5746,0
2024-06-09T16:30:11.108737,29,28,24,24,25,24,24,24,0,0.012,65295,63247,4094,4095,2434,1445,0,0,1110,46.207546 7.5746,0
2024-06-09T16:30:11.470681,29,28,24,24,25,24,24,24,0,0.016,65295,62991,4095,4095,2436,1443,0,0,1110,46.207546 7.5746,0
2024-06-09T16:30:11.968282,29,28,24,24,25,24,24,24,0,0.016,65295,62735,4095,4095,2435,1444,0,0,1112,46.207546 7.5746,0
2024-06-09T16:30:12.521812,29,27,24,24,25,24,24,24,0,0.014,65295,63247,4094,4095,2433,1448,0,0,1113,46.207546 7.5745,0
2024-06-09T16:30:13.043359,29,28,24,24,25,24,24,24,0,0.014,65295,62991,4095,4095,2436,1445,0,0,1110,46.207546 7.5745,0
2024-06-09T16:30:13.539706,29,28,24,24,25,24,24,24,0,0.014,65295,62479,4094,4095,2435,1443,0,0,1113,46.207546 7.5745,0
2024-06-09T16:30:13.977228,29,28,24,24,25,24,24,24,0,0.037,65295,63247,4094,4095,2434,1445,0,0,1113,46.207546 7.5745,0
2024-06-09T16:30:14.553398,29,28,24,24,25,24,24,24,0,0.057,65295,63247,4095,4095,2436,1447,0,0,1110,46.207546 7.5745,0
2024-06-09T16:30:15.089409,29,28,24,24,25,24,24,24,0,0.057,65295,62735,4095,4095,2440,1444,0,0,1110,46.207546 7.5745,0
2024-06-09T16:30:15.453078,29,28,24,24,25,24,24,24,0,0.042,65295,62735,4095,4095,2436,1443,0,0,1110,46.207547 7.5746,0
2024-06-09T16:30:16.001616,29,28,24,24,25,24,24,24,0,0.042,65295,62223,4095,4095,2433,1444,0,0,1110,46.207547 7.5746,0
2024-06-09T16:30:16.602585,29,28,24,24,25,24,24,24,0,0.06,65295,65039,4094,4095,2438,1445,0,0,1111,46.207547 7.5745,0
2024-06-09T16:30:16.969479,29,27,24,24,25,24,24,24,0,0.06,65295,62991,4095,4094,2435,1446,0,0,1113,46.207547 7.5745,0
2024-06-09T16:30:17.523336,29,27,24,24,25,24,24,24,0,0.062,65295,63247,4095,4095,2438,1442,0,0,1110,46.207547 7.5745,0
2024-06-09T16:30:18.068270,29,28,24,24,25,24,24,24,0,0.062,65295,62991,4095,4095,2436,1444,0,0,1111,46.207547 7.5745,0
2024-06-09T16:30:18.557340,29,27,24,24,25,24,24,24,0,0.062,65295,65295,4095,4095,2435,1444,0,0,1112,46.207547 7.5745,0
2024-06-09T16:30:18.967279,29,27,24,24,25,24,24,24,0,0.085,65295,63503,4095,4095,2437,1448,0,0,1111,46.207548 7.5746,0
2024-06-09T16:30:19.465485,29,28,24,24,25,24,24,24,0,0.029,65295,62991,4095,4095,2436,1443,0,0,1111,46.207549 7.5747,0
2024-06-09T16:30:20.036838,29,27,24,24,25,24,24,24,0,0.029,65295,63503,4094,4095,2434,1444,0,0,1110,46.207549 7.5747,0
2024-06-09T16:30:20.520485,29,28,24,24,25,24,24,24,0,0.017,65295,62735,4095,4095,2438,1446,0,0,1110,46.207552 7.5747,0
2024-06-09T16:30:21.020151,29,27,24,24,25,24,24,24,0,0.017,65295,62223,4095,4094,2434,1443,0,0,1110,46.207552 7.5747,0
2024-06-09T16:30:21.526738,29,27,24,24,25,24,24,24,0,0.021,65295,62991,4095,4095,2435,1447,0,0,1111,46.207552 7.5747,0
2024-06-09T16:30:22.029037,29,27,24,24,25,24,24,24,0,0.021,65295,63503,4095,4095,2434,1446,0,0,1111,46.207552 7.5747,0
2024-06-09T16:30:22.517736,29,28,24,24,25,24,24,24,0,0.054,65295,63759,4095,4094,2434,1444,0,0,1112,46.207553 7.5748,0
2024-06-09T16:30:23.067178,29,27,24,24,25,24,24,24,0,0.054,65295,63247,4095,4095,2436,1445,0,0,1113,46.207553 7.5748,0
2024-06-09T16:30:23.510693,29,28,24,24,25,24,24,24,0,0.054,65295,63247,4095,4095,2436,1448,0,0,1112,46.207553 7.5748,0
2024-06-09T16:30:24.009550,29,28,24,24,25,24,24,24,0,0.096,65295,62735,4095,4095,2437,1447,0,0,1113,46.207554 7.5748,0
2024-06-09T16:30:24.464289,29,27,24,24,25,24,24,24,0,0.141,65295,63247,4095,4094,2436,1445,0,0,1113,46.207554 7.5749,0
2024-06-09T16:30:24.996645,29,27,24,24,25,24,24,24,0,0.141,65295,62991,4094,4095,2436,1445,0,0,1113,46.207554 7.5749,0
2024-06-09T16:30:25.520857,29,28,24,24,25,24,24,24,0,0.034,64783,63503,4095,4094,2437,1445,0,0,1110,46.207554 7.5749,0
2024-06-09T16:30:26.032265,29,28,24,24,25,24,24,24,0,0.034,65295,62479,4095,4095,2434,1444,0,0,1113,46.207554 7.5749,0
2024-06-09T16:30:26.553139,29,27,24,24,25,24,24,24,0,0.019,65295,63503,4095,4095,2437,1445,0,0,1112,46.207555 7.5750,0
2024-06-09T16:30:27.087842,29,28,24,24,25,24,24,24,0,0.019,65295,63503,4094,4095,2437,1448,0,0,1111,46.207555 7.5750,0
2024-06-09T16:30:27.535738,29,27,24,24,25,24,24,24,0,0.004,65295,62223,4093,4095,2437,1445,0,0,1110,46.207555 7.5750,0
2024-06-09T16:30:28.189843,29,28,24,24,25,24,24,24,0,0.004,65295,63247,4095,4095,2432,1444,0,0,1110,46.207555 7.5750,0
2024-06-09T16:30:28.479629,29,28,24,24,25,24,24,24,0,0.004,65295,63503,4095,4095,2435,1444,0,0,1111,46.207555 7.5750,0
2024-06-09T16:30:29.017883,29,27,24,24,25,24,24,24,0,0.021,65295,64015,4095,4094,2438,1445,0,0,1112,46.207556 7.5749,0
2024-06-09T16:30:29.516333,29,27,24,24,25,24,24,24,0,0.026,65295,63247,4095,4094,2436,1445,0,0,1113,46.207556 7.5749,0
2024-06-09T16:30:29.966579,29,27,24,24,25,24,24,24,0,0.026,65295,62991,4095,4095,2437,1443,0,0,1111,46.207556 7.5749,0
2024-06-09T16:30:30.464966,29,28,24,24,25,24,24,24,0,0.029,65295,62735,4095,4094,2436,1445,0,0,1113,46.207555 7.5748,0
2024-06-09T16:30:31.049130,29,28,24,24,25,24,24,24,0,0.029,65295,63247,4095,4095,2435,1446,0,0,1112,46.207555 7.5748,0
2024-06-09T16:30:31.507308,29,28,24,24,25,24,24,24,0,0.017,65295,62735,4094,4095,2435,1445,0,0,1110,46.207556 7.5746,0
2024-06-09T16:30:31.962567,29,27,24,24,25,24,24,24,0,0.017,65295,64527,4094,4095,2434,1445,0,0,1110,46.207556 7.5746,0
2024-06-09T16:30:32.468361,29,28,24,24,25,24,24,24,0,0.027,65295,63503,4095,4095,2438,1445,0,0,1113,46.207555 7.5745,0
2024-06-09T16:30:32.994867,29,28,24,24,25,24,24,24,0,0.027,65295,62735,4095,4095,2435,1445,0,0,1110,46.207555 7.5745,0
2024-06-09T16:30:33.512957,29,27,24,24,25,24,24,24,0,0.027,65295,63503,4095,4095,2438,1447,0,0,1111,46.207555 7.5745,0
2024-06-09T16:30:34.008816,29,28,24,24,25,24,24,24,0,0.016,65295,62991,4095,4095,2434,1444,0,0,1110,46.207554 7.5744,0
2024-06-09T16:30:34.546948,29,27,24,24,25,24,24,24,0,0.049,65295,62991,4095,4094,2435,1443,0,0,1110,46.207554 7.5742,0
2024-06-09T16:30:35.060809,29,28,24,24,25,24,24,24,0,0.049,65295,63247,4095,4095,2435,1449,0,0,1113,46.207554 7.5742,0
2024-06-09T16:30:35.534920,29,27,24,24,25,24,24,24,0,0.025,65295,63503,4095,4095,2436,1446,0,0,1113,46.207553 7.5742,0
2024-06-09T16:30:35.952534,29,28,24,24,25,24,24,24,0,0.025,65295,62223,4095,4095,2437,1446,0,0,1110,46.207553 7.5742,0
2024-06-09T16:30:36.546805,29,28,24,24,25,24,24,24,0,0.028,65039,63247,4095,4095,2436,1447,0,0,1113,46.207553 7.5741,0
2024-06-09T16:30:36.987067,29,28,24,24,25,24,25,24,0,0.028,65295,63247,4094,4095,2433,1445,0,0,1110,46.207553 7.5741,0
2024-06-09T16:30:37.463341,29,28,24,24,25,24,24,24,0,0.057,65295,62479,4095,4095,2434,1444,0,0,1110,46.207552 7.5740,0
2024-06-09T16:30:38.017986,29,27,24,24,25,24,24,24,0,0.057,65295,63759,4095,4095,2437,1444,0,0,1113,46.207552 7.5740,0
2024-06-09T16:30:38.526757,29,28,24,24,25,24,24,24,0,0.057,65295,62735,4095,4094,2436,1444,0,0,1112,46.207552 7.5740,0
2024-06-09T16:30:38.969406,29,27,24,24,25,24,24,24,0,0.049,65295,63503,4095,4095,2436,1445,0,0,1113,46.207552 7.5739,0
2024-06-09T16:30:39.470402,29,27,24,24,25,24,24,24,0,0.017,64783,63503,4095,4095,2437,1446,0,0,1113,46.207552 7.5739,0
