timestamp,Left_Engine_Temp,Right_Engine_Temp,Left_Inverter_Temperature,Right_Inverter_Temperature,Right_Gearbox_Temp,Right_Radiator_Temp,Left_Gearbox_Temp,Left_Radiator_Temp,Car_Speed,GSPSpeed,Suspension_Back_Left,Suspension_Back_Right,Suspension_Front_Left,Suspension_Front_Right,Brake_Pedal,Accelerator_Pedal,lat,lon,Raw_Direction,GPSCoords,Flag
2024-06-09T16:32:15.492499,29,28,24,24,25,24,24,24,0,0.017,65295,63503,4094,4095,2434,1445,0,0,1113,46.207547 7.5756,0
2024-06-09T16:32:16.023230,29,28,24,24,25,24,24,24,0,0.017,65295,62735,4095,4095,2436,1448,0,0,1112,46.207547 7.5756,0
2024-06-09T16:32:16.458153,29,28,24,24,25,24,24,24,0,0.064,65295,64271,4094,4095,2436,1444,0,0,1113,46.207548 7.5757,0
2024-06-09T16:32:16.958163,29,27,24,24,25,24,24,24,0,0.064,65295,62223,4095,4095,2434,1444,0,0,1110,46.207548 7.5757,0
2024-06-09T16:32:17.530244,29,27,24,24,25,24,24,24,0,0.011,65295,63759,4095,4095,2434,1445,0,0,1113,46.207548 7.5758,0
2024-06-09T16:32:18.051557,29,27,24,24,25,24,24,24,0,0.011,65295,63247,4094,4095,2438,1445,0,0,1113,46.207548 7.5758,0
2024-06-09T16:32:18.454139,29,28,24,24,25,24,24,24,0,0.011,65295,62991,4095,4095,2436,1444,0,0,1110,46.207548 7.5758,0
2024-06-09T16:32:18.970231,29,28,24,24,25,24,24,24,0,0.041,65295,63503,4095,4094,2435,1444,0,0,1113,46.207549 7.5758,0
2024-06-09T16:32:19.455553,29,28,24,24,25,24,24,24,0,0.022,65295,62991,4095,4095,2436,1445,0,0,1112,46.207550 7.5758,0
2024-06-09T16:32:19.945085,29,28,24,24,25,24,24,24,0,0.022,65295,63503,4095,4095,2436,1446,0,0,1113,46.207550 7.5758,0
2024-06-09T16:32:20.458779,29,28,24,24,25,24,24,24,0,0.055,65295,63759,4095,4095,2432,1444,0,0,1113,46.207551 7.5759,0
2024-06-09T16:32:21.021473,29,28,24,24,25,24,24,24,0,0.055,65295,61711,4095,4095,2434,1445,0,0,1111,46.207551 7.5759,0
2024-06-09T16:32:21.480334,29,28,24,24,25,24,24,24,0,0.029,65295,62479,4095,4095,2437,1444,0,0,1112,46.207552 7.5759,0
2024-06-09T16:32:22.070501,29,27,24,24,25,24,25,24,0,0.029,65295,62735,4094,4095,2436,1445,0,0,1111,46.207552 7.5759,0
2024-06-09T16:32:22.461006,29,28,24,24,25,24,24,24,0,0.014,65295,63503,4094,4095,2437,1445,0,0,1110,46.207553 7.5759,0
2024-06-09T16:32:23.077808,29,27,24,24,25,24,24,24,0,0.014,65295,63503,4095,4095,2437,1446,0,0,1111,46.207553 7.5759,0
2024-06-09T16:32:23.464986,29,28,24,24,25,24,24,24,0,0.014,65295,63247,4095,4095,2434,1445,0,0,1110,46.207553 7.5759,0
2024-06-09T16:32:23.976843,29,28,24,24,25,24,25,24,0,0.009,65295,62991,4095,4095,2434,1444,0,0,1111,46.207554 7.5759,0
2024-06-09T16:32:24.446715,29,28,24,24,25,24,24,24,0,0.014,65295,62223,4095,4095,2438,1445,0,0,1111,46.207553 7.5759,0
2024-06-09T16:32:25.004036,29,28,24,24,25,24,24,24,0,0.014,65295,62735,4095,4095,2436,1444,0,0,1112,46.207553 7.5759,0
2024-06-09T16:32:25.446723,29,28,24,24,25,24,25,24,0,0.017,65295,63759,4095,4095,2437,1444,0,0,1112,46.207553 7.5759,0
2024-06-09T16:32:25.970290,29,27,24,24,25,24,24,24,0,0.017,65295,62735,4095,4095,2434,1446,0,0,1113,46.207553 7.5759,0
2024-06-09T16:32:26.522280,29,28,24,24,25,24,25,24,0,0.027,65295,62991,4094,4095,2438,1446,0,0,1110,46.207552 7.5758,0
2024-06-09T16:32:27.054080,29,28,24,24,25,24,24,24,0,0.027,65295,62735,4095,4095,2433,1445,0,0,1111,46.207552 7.5758,0
2024-06-09T16:32:27.462584,29,28,24,24,25,24,25,24,0,0.014,65295,63247,4095,4095,2436,1446,0,0,1111,46.207551 7.5757,0
2024-06-09T16:32:27.988628,29,28,24,24,25,24,24,24,0,0.014,65295,64015,4095,4095,2434,1446,0,0,1113,46.207551 7.5757,0
2024-06-09T16:32:28.523007,29,28,24,24,25,24,24,24,0,0.014,65295,62735,4094,4095,2437,1447,0,0,1113,46.207551 7.5757,0
2024-06-09T16:32:28.968585,29,28,24,24,25,24,24,24,0,0.022,65295,63503,4095,4095,2433,1444,0,0,1110,46.207551 7.5756,0
2024-06-09T16:32:29.527703,29,28,24,24,25,24,24,24,0,0.041,65295,64015,4095,4095,2435,1445,0,0,1110,46.207550 7.5756,0
2024-06-09T16:32:30.061907,29,28,24,24,25,24,24,24,0,0.041,65295,62223,4095,4095,2434,1444,0,0,1112,46.207550 7.5756,0
2024-06-09T16:32:30.514788,29,28,24,24,25,24,24,24,0,0.027,65295,63503,4095,4095,2434,1444,0,0,1110,46.207549 7.5756,0
2024-06-09T16:32:31.176015,29,28,24,24,25,24,25,24,0,0.027,65295,62735,4094,4095,2435,1445,0,0,1112,46.207549 7.5756,0
2024-06-09T16:32:31.474866,29,27,24,24,25,24,24,24,0,0.017,65295,63503,4094,4095,2436,1444,0,0,1110,46.207549 7.5755,0
2024-06-09T16:32:32.078803,29,27,24,24,25,24,24,24,0,0.017,65295,63503,4095,4094,2438,1447,0,0,1110,46.207549 7.5755,0
2024-06-09T16:32:32.491946,29,28,24,24,25,24,24,24,0,0.022,65295,63759,4094,4095,2433,1445,0,0,1113,46.207548 7.5755,0
2024-06-09T16:32:32.965303,29,28,24,24,25,24,24,24,0,0.022,65295,62991,4094,4094,2435,1446,0,0,1110,46.207548 7.5755,0
2024-06-09T16:32:33.528469,29,28,24,24,25,24,24,24,0,0.022,65295,63503,4095,4095,2436,1442,0,0,1110,46.207548 7.5755,0
2024-06-09T16:32:34.023314,29,28,24,24,25,24,24,24,0,0.02,65295,60687,4095,4095,2439,1446,0,0,1111,46.207547 7.5755,0
2024-06-09T16:32:34.517144,29,28,24,24,25,24,24,24,0,0.071,65295,63247,4095,4095,2433,1444,0,0,1112,46.207547 7.5755,0
