timestamp,Left_Engine_Temp,Right_Engine_Temp,Left_Inverter_Temperature,Right_Inverter_Temperature,Right_Gearbox_Temp,Right_Radiator_Temp,Left_Gearbox_Temp,Left_Radiator_Temp,Car_Speed,GSPSpeed,Suspension_Back_Left,Suspension_Back_Right,Suspension_Front_Left,Suspension_Front_Right,Brake_Pedal,Accelerator_Pedal,lat,lon,Raw_Direction,GPSCoords,Flag
2024-06-09T15:02:21.438959,0,0,0,0,28,26,27,25,0,0.0,46607,36366,3765,3639,2439,1440,0,0,1063,0.0 0.0,0
2024-06-09T15:02:21.952507,0,0,0,0,27,26,27,26,0,0.0,47119,35854,3767,3638,2438,1440,0,0,1061,0.0 0.0,0
2024-06-09T15:02:22.809870,0,0,0,0,27,26,27,26,0,0.0,46607,36110,3767,3638,2438,1440,0,0,1062,0.0 0.0,0
2024-06-09T15:02:22.868803,0,0,0,0,27,26,27,26,0,0.0,46607,36366,3766,3637,2436,1439,0,0,1060,0.0 0.0,0
2024-06-09T15:02:23.351519,0,0,0,0,27,26,27,26,0,0.0,47631,36110,3764,3637,2437,1442,0,0,1062,0.0 0.0,0
2024-06-09T15:02:23.865324,0,0,0,0,27,26,27,26,0,0.0,47887,35854,3763,3637,2441,1443,0,0,1063,0.0 0.0,0
2024-06-09T15:02:24.869340,0,0,0,0,27,26,27,26,0,0.0,46863,35342,3773,3634,2438,1442,0,0,1063,0.0 0.0,0
2024-06-09T15:02:24.869655,0,0,0,0,27,26,28,26,0,0.0,46607,35598,3767,3638,2440,1441,0,0,1062,0.0 0.0,0
2024-06-09T15:02:25.932920,0,0,0,0,28,26,27,26,0,0.0,46863,36110,3768,3639,2439,1441,0,0,1060,0.0 0.0,0
2024-06-09T15:02:26.031497,0,0,0,0,28,26,27,25,0,0.0,46863,36878,3765,3640,2438,1441,0,0,1063,0.0 0.0,0
2024-06-09T15:02:26.442384,0,0,0,0,27,26,27,26,0,0.0,45839,36110,3770,3641,2437,1441,0,0,1063,0.0 0.0,0
2024-06-09T15:02:26.929877,0,0,0,0,27,26,27,26,0,0.0,47631,35598,3767,3637,2436,1441,0,0,1063,0.0 0.0,0
2024-06-09T15:02:27.936228,0,0,0,0,28,26,27,26,0,0.0,46863,37134,3772,3640,2438,1440,0,0,1063,0.0 0.0,0
2024-06-09T15:02:27.936372,0,0,0,0,27,26,27,26,0,0.0,47119,36110,3770,3640,2438,1440,0,0,1059,0.0 0.0,0
2024-06-09T15:02:28.947894,0,0,0,0,27,26,27,26,0,0.0,46351,36878,3768,3641,2439,1441,0,0,1063,0.0 0.0,0
2024-06-09T15:02:28.948535,0,0,0,0,28,26,27,26,0,0.0,46607,36622,3773,3640,2439,1441,0,0,1060,0.0 0.0,0
2024-06-09T15:02:29.365499,0,0,0,0,28,26,27,26,0,0.0,46863,36110,3767,3638,2439,1440,0,0,1061,46.207634 7.5757,0
2024-06-09T15:02:31.472809,0,0,0,0,28,26,27,26,0,0.152,47119,36622,3768,3641,2439,1442,0,0,1060,46.207634 7.5757,0
2024-06-09T15:02:31.473153,0,0,0,0,27,26,27,26,0,0.044,46863,35854,3766,3638,2441,1441,0,0,1062,46.207635 7.5762,0
2024-06-09T15:02:31.473451,0,0,0,0,27,26,27,26,0,0.044,47119,35598,3765,3639,2441,1442,0,0,1063,46.207635 7.5762,0
2024-06-09T15:02:32.868787,0,0,0,0,28,26,27,26,0,0.068,46351,36878,3768,3639,2439,1440,0,0,1062,46.207636 7.5767,0
2024-06-09T15:02:32.869192,0,0,0,0,27,26,27,26,0,0.068,46095,35854,3768,3640,2439,1443,0,0,1059,46.207636 7.5767,0
2024-06-09T15:02:33.975702,0,0,0,0,28,26,27,26,0,0.05,46863,36622,3763,3639,2438,1440,0,0,1061,46.207636 7.5770,0
2024-06-09T15:02:33.975850,0,0,0,0,27,26,27,25,0,0.117,46351,36110,3767,3635,2437,1441,0,0,1061,46.207637 7.5772,0
2024-06-09T15:02:34.836120,0,0,0,0,27,26,27,26,0,0.117,47119,36366,3758,3636,2439,1440,0,0,1060,46.207637 7.5772,0
2024-06-09T15:02:34.868985,0,0,0,0,28,26,27,26,0,0.149,47119,35598,3767,3639,2438,1442,0,0,1063,46.207636 7.5776,0
2024-06-09T15:02:35.937993,0,0,0,0,28,26,27,26,0,0.149,47375,36622,3767,3638,2439,1439,0,0,1062,46.207636 7.5776,0
2024-06-09T15:02:35.938656,0,0,0,0,28,26,27,26,0,0.072,46351,35854,3766,3639,2439,1441,0,0,1059,46.207636 7.5778,0
2024-06-09T15:02:36.465167,0,0,0,0,28,26,27,26,0,0.072,47887,36878,3769,3640,2438,1439,0,0,1059,46.207636 7.5778,0
2024-06-09T15:02:36.952528,0,0,0,0,28,26,27,26,0,0.032,47119,36622,3767,3639,2438,1442,0,0,1062,46.207637 7.5778,0
2024-06-09T15:02:37.967286,0,0,0,0,28,26,27,26,0,0.032,46607,37390,3764,3637,2439,1440,0,0,1063,46.207637 7.5778,0
2024-06-09T15:02:37.967674,0,0,0,0,27,26,27,26,0,0.026,47375,36110,3768,3638,2438,1442,0,0,1063,46.207634 7.5769,0
2024-06-09T15:02:38.369044,0,0,0,0,28,26,27,26,0,0.026,47631,36366,3768,3636,2438,1442,0,0,1063,46.207634 7.5769,0
2024-06-09T15:02:38.955575,0,0,0,0,27,26,27,25,0,0.094,47119,35598,3764,3635,2438,1442,0,0,1063,46.207633 7.5767,0
2024-06-09T15:02:39.393765,0,0,0,0,28,26,27,26,0,0.094,46863,36110,3763,3637,2438,1441,0,0,1062,46.207633 7.5767,0
2024-06-09T15:02:39.989872,0,0,0,0,28,26,27,26,0,0.031,46351,36878,3771,3641,2439,1441,0,0,1063,46.207632 7.5764,0
2024-06-09T15:02:40.364977,0,0,0,0,28,26,27,26,0,0.031,47119,36878,3768,3639,2441,1444,0,0,1064,46.207632 7.5764,0
2024-06-09T15:02:41.127400,0,0,0,0,28,26,27,26,0,0.044,46351,37134,3768,3642,2442,1442,0,0,1058,46.207631 7.5762,0
2024-06-09T15:02:42.035315,0,0,0,0,27,26,27,26,0,0.048,46095,36622,3767,3641,2440,1442,0,0,1063,46.207630 7.5760,0
2024-06-09T15:02:44.008490,0,0,0,0,27,26,27,26,0,0.012,47631,36366,3764,3635,2438,1441,0,0,1063,46.207629 7.5758,0
2024-06-09T15:02:44.010746,0,0,0,0,28,26,28,26,0,0.095,47887,37134,3767,3639,2440,1440,0,0,1059,46.207628 7.5758,0
2024-06-09T15:02:44.419007,0,0,0,0,27,26,27,26,0,0.095,47119,36110,3764,3641,2437,1440,0,0,1063,46.207628 7.5758,0
2024-06-09T15:02:45.257840,0,0,0,0,27,26,27,25,0,0.021,47375,35854,3773,3640,2439,1441,0,0,1063,46.207627 7.5759,0
2024-06-09T15:02:45.365067,0,0,0,0,27,26,27,26,0,0.021,46863,36622,3769,3641,2435,1440,0,0,1059,46.207627 7.5759,0
2024-06-09T15:02:45.864228,0,0,0,0,27,26,27,26,0,0.051,46607,35854,3772,3638,2439,1442,0,0,1060,46.207626 7.5759,0
